diameter,direction,tilt,tilt_component,steps,stepper_travel,measured_angle,a/s,c_rod,avg_offset,ideal_rnp,k,k_avg,predicted_angle,error
5,cw,20,0.939692621,221.875,5.635625,128.54,0.598,-0.749,-1.216,1.094037359,0.54659925,0.544,130.8343092,2.294309231
5,ccw,30,0.866025404,16.375,0.415925,11.6,0.598,-0.749,-1.216,1.008270284,0.593094936,0.544,7.765671689,-3.834328311
5,ccw,30,0.866025404,16.375,0.415925,8.96,0.598,-0.749,-1.216,1.008270284,0.593094936,0.544,7.765671689,-1.194328311
5,ccw,30,0.866025404,73.75,1.87325,48.05,0.598,-0.749,-1.216,1.008270284,0.593094936,0.544,39.23580379,-8.814196208
5,ccw,30,0.866025404,73.75,1.87325,40.53,0.598,-0.749,-1.216,1.008270284,0.593094936,0.544,39.23580379,-1.294196208
5,ccw,30,0.866025404,147.5,3.7465,95.62,0.598,-0.749,-1.216,1.008270284,0.593094936,0.544,79.68760758,-15.93239242
5,ccw,30,0.866025404,147.5,3.7465,84.05,0.598,-0.749,-1.216,1.008270284,0.593094936,0.544,79.68760758,-4.362392416
5,cw,30,0.866025404,16.4375,0.4175125,9.88,0.598,-0.749,-1.216,1.008270284,0.593094936,0.544,7.799952879,-2.080047121
5,cw,30,0.866025404,16.4375,0.4175125,9.65,0.598,-0.749,-1.216,1.008270284,0.593094936,0.544,7.799952879,-1.850047121
5,cw,30,0.866025404,16.4375,0.4175125,9.62,0.598,-0.749,-1.216,1.008270284,0.593094936,0.544,7.799952879,-1.820047121
5,cw,30,0.866025404,16.4375,0.4175125,9.54,0.598,-0.749,-1.216,1.008270284,0.593094936,0.544,7.799952879,-1.740047121
5,cw,30,0.866025404,16.4375,0.4175125,9.51,0.598,-0.749,-1.216,1.008270284,0.593094936,0.544,7.799952879,-1.710047121
5,cw,30,0.866025404,16.4375,0.4175125,9.39,0.598,-0.749,-1.216,1.008270284,0.593094936,0.544,7.799952879,-1.590047121
5,cw,30,0.866025404,16.4375,0.4175125,8.49,0.598,-0.749,-1.216,1.008270284,0.593094936,0.544,7.799952879,-0.690047121
5,cw,30,0.866025404,16.4375,0.4175125,8.39,0.598,-0.749,-1.216,1.008270284,0.593094936,0.544,7.799952879,-0.590047121
5,cw,30,0.866025404,16.4375,0.4175125,8.34,0.598,-0.749,-1.216,1.008270284,0.593094936,0.544,7.799952879,-0.540047121
5,cw,30,0.866025404,16.4375,0.4175125,8.31,0.598,-0.749,-1.216,1.008270284,0.593094936,0.544,7.799952879,-0.510047121
5,cw,30,0.866025404,73.9375,1.8780125,42.37,0.598,-0.749,-1.216,1.008270284,0.593094936,0.544,39.33864736,-3.031352639
5,cw,30,0.866025404,73.9375,1.8780125,41.68,0.598,-0.749,-1.216,1.008270284,0.593094936,0.544,39.33864736,-2.341352639
5,cw,30,0.866025404,73.9375,1.8780125,41.07,0.598,-0.749,-1.216,1.008270284,0.593094936,0.544,39.33864736,-1.731352639
5,cw,30,0.866025404,73.9375,1.8780125,40.73,0.598,-0.749,-1.216,1.008270284,0.593094936,0.544,39.33864736,-1.391352639
5,cw,30,0.866025404,73.9375,1.8780125,40.69,0.598,-0.749,-1.216,1.008270284,0.593094936,0.544,39.33864736,-1.351352639
5,cw,30,0.866025404,73.9375,1.8780125,40.62,0.598,-0.749,-1.216,1.008270284,0.593094936,0.544,39.33864736,-1.281352639
5,cw,30,0.866025404,73.9375,1.8780125,40.58,0.598,-0.749,-1.216,1.008270284,0.593094936,0.544,39.33864736,-1.241352639
5,cw,30,0.866025404,147.875,3.756025,84.35,0.598,-0.749,-1.216,1.008270284,0.593094936,0.544,79.89329472,-4.456705278
5,cw,30,0.866025404,147.875,3.756025,83.58,0.598,-0.749,-1.216,1.008270284,0.593094936,0.544,79.89329472,-3.686705278
5,cw,30,0.866025404,147.875,3.756025,82.78,0.598,-0.749,-1.216,1.008270284,0.593094936,0.544,79.89329472,-2.886705278
5,cw,30,0.866025404,147.875,3.756025,82.74,0.598,-0.749,-1.216,1.008270284,0.593094936,0.544,79.89329472,-2.846705278
